"run","profile","timeout","pass","exit_code","wall_ms","wall_tps","engine_tps","submitted","processed","success","elapsed_us","mode_line","runtime_variant","runtime_persist_backend","runtime_wasm_runtime","runtime_ingress_workers","runtime_plugin_dir","stage_line","stage_runtime_open_ms","stage_tx_build_ms","stage_tx_codec_ms","stage_mempool_ms","stage_tx_meta_ms","stage_batch_map_ms","stage_adapter_ms","stage_aoem_submit_ms","stage_batch_a_ms","stage_network_ms","stage_total_ms","non_engine_ms","non_engine_pct","bootstrap_ms","commit_line","network_line","stdout","stderr","reason"
"1","core_only","False","True","0","5660","176.68","18518518.52","1000","1000","1000","54","mode=ffi_v2 variant=core dll=D:\WEB3_AI\SUPERVM\aoem\bin\aoem_ffi.dll rc=0(ok) submitted=1000 processed=1000 success=1000 writes=0 elapsed_us=54","core","none","none","16","D:\WEB3_AI\SUPERVM\aoem\plugins","ffi_v2_stage_ms: runtime_open=5.376 tx_build=0.092 tx_codec=0.049 mempool=0.138 tx_meta=0.039 batch_map=0.032 adapter=0.500 aoem_submit=0.055 batch_a=5581.624 network=0.979 total=5592.359","5.38","0.09","0.05","0.14","0.04","0.03","0.5","0.06","5581.62","0.98","5592.36","5592.3","100","67.64","commit_out: store=in_memory committed=true height=0 total_blocks=1 block_hash=80b4cf3640496de3aa41ae693222ebbc85dfb37a3d055c11300de0cf8de7b5e6 state_root=b74bdcae7af78496802272af04143f4d142cc9540b2a92f9301c51bb62f1d6ba governance_chain_audit_root=14e61cd04f57f2e01469b668b526bdb1dcb362ee91f299cebc55e05deaa78968","network_pacemaker: view_sync=true new_view=true","d:\WEB3_AI\SUPERVM\artifacts\migration\tmp-sidecar-fast\run-1-core_only.stdout.log","d:\WEB3_AI\SUPERVM\artifacts\migration\tmp-sidecar-fast\run-1-core_only.stderr.log","ok"
