"run","variant","txs","accounts","host_pipeline_diag_tps","aoem_kernel_tps","wall_ms","mode_line","ingress_line","d1_ingress_mode","d1_input_source","d1_codec","aoem_ingress_path","stdout","stderr"
"1","persist","1000","1000","14864.14","7936507.94","67.276","mode=ffi_v2 variant=persist dll=D:\WEB3_AI\SUPERVM\aoem\bin\aoem_ffi.dll rc=0(ok) submitted=1000 processed=1000 success=1000 writes=0 elapsed_us=126","d1_ingress_contract: mode=ops_wire_v1 source=tx_wire codec=local_tx_wire_v1_write_u64le_v1 aoem_ingress_path=ops_wire_v1","ops_wire_v1","tx_wire","local_tx_wire_v1_write_u64le_v1","ops_wire_v1","D:\WEB3_AI\SUPERVM\artifacts\migration\prod-node-e2e-tps-2026-03-08\run-1.stdout.log","D:\WEB3_AI\SUPERVM\artifacts\migration\prod-node-e2e-tps-2026-03-08\run-1.stderr.log"
