"run","profile","timeout","pass","exit_code","wall_ms","wall_tps","engine_tps","submitted","processed","success","elapsed_us","mode_line","runtime_variant","runtime_persist_backend","runtime_wasm_runtime","runtime_ingress_workers","runtime_plugin_dir","stage_line","stage_runtime_open_ms","stage_tx_build_ms","stage_tx_codec_ms","stage_mempool_ms","stage_tx_meta_ms","stage_batch_map_ms","stage_adapter_ms","stage_aoem_submit_ms","stage_batch_a_ms","stage_network_ms","stage_total_ms","non_engine_ms","non_engine_pct","bootstrap_ms","commit_line","network_line","stdout","stderr","reason"
"1","core_only","False","True","0","6833.87","146330.03","30478512.65","1000000","1000000","1000000","32810","mode=ffi_v2 variant=core dll=D:\WEB3_AI\SUPERVM\aoem\bin\aoem_ffi.dll rc=0(ok) submitted=1000000 processed=1000000 success=1000000 writes=0 elapsed_us=32810","core","none","none","32","D:\WEB3_AI\SUPERVM\aoem\plugins","ffi_v2_stage_ms: runtime_open=5.701 tx_build=74.486 tx_codec=39.843 mempool=102.606 tx_meta=32.979 batch_map=22.460 adapter=474.512 aoem_submit=32.812 batch_a=5979.167 network=0.786 total=6771.509","5.7","74.49","39.84","102.61","32.98","22.46","474.51","32.81","5979.17","0.79","6771.51","6738.7","99.52","62.36","commit_out: store=in_memory committed=true height=0 total_blocks=1 block_hash=c362687a9d887c95d3752f4918b31e50b39b88a20df83978e088d96f5ef9dbc4 state_root=b0eeb4c2b6d1b4f87a041e50ecedb03a3a72b50cac8172c66c947f8ceb93d623 governance_chain_audit_root=14e61cd04f57f2e01469b668b526bdb1dcb362ee91f299cebc55e05deaa78968","network_pacemaker: view_sync=true new_view=true","d:\WEB3_AI\SUPERVM\artifacts\migration\tx-e2e-tps-core-sidecar-2026-03-08-scale1m\run-1-core_only.stdout.log","d:\WEB3_AI\SUPERVM\artifacts\migration\tx-e2e-tps-core-sidecar-2026-03-08-scale1m\run-1-core_only.stderr.log","ok"
