"run","profile","timeout","pass","exit_code","wall_ms","wall_tps","engine_tps","submitted","processed","success","elapsed_us","mode_line","runtime_variant","runtime_persist_backend","runtime_wasm_runtime","runtime_ingress_workers","runtime_plugin_dir","stage_line","stage_runtime_open_ms","stage_tx_build_ms","stage_tx_codec_ms","stage_mempool_ms","stage_tx_meta_ms","stage_batch_map_ms","stage_adapter_ms","stage_aoem_submit_ms","stage_batch_a_ms","stage_network_ms","stage_total_ms","non_engine_ms","non_engine_pct","bootstrap_ms","commit_line","network_line","stdout","stderr","reason"
"1","core_only","False","True","0","49.04","163.12","444444.44","8","8","8","18","mode=ffi_v2 variant=core dll=D:\WEB3_AI\SUPERVM\aoem\bin\aoem_ffi.dll rc=0(ok) submitted=8 processed=8 success=8 writes=0 elapsed_us=18","core","none","none","16","D:\WEB3_AI\SUPERVM\aoem\plugins",,,,,,,,,,,,,,,,"","","D:\WEB3_AI\SUPERVM\artifacts\migration\tmp-tx-e2e-wire-check5\run-1-core_only.stdout.log","D:\WEB3_AI\SUPERVM\artifacts\migration\tmp-tx-e2e-wire-check5\run-1-core_only.stderr.log","ok"
