"generated_at_utc","variant","d1_ingress_mode","d1_input_source","d1_codec","aoem_ingress_path","network_transport","validators","txs_total","batches","batch_size","consensus_network_e2e_tps_p50","consensus_network_e2e_tps_p90","consensus_network_e2e_tps_p99","consensus_network_e2e_latency_ms_p50","consensus_network_e2e_latency_ms_p90","consensus_network_e2e_latency_ms_p99","aoem_kernel_tps_p50","aoem_kernel_tps_p90","aoem_kernel_tps_p99","network_message_count","network_message_bytes","runtime_total_ms","tx_wire_load_ms","setup_ms","loop_total_ms","stage_batch_admission_ms","stage_ingress_pack_ms","stage_aoem_submit_ms","stage_proposal_build_ms","stage_proposal_broadcast_ms","stage_state_sync_ms","stage_follower_vote_ms","stage_qc_collect_ms","stage_commit_resync_ms","stage_other_ms","qc_poll_iters_total","process_exit_code","wall_ms"
"1773555660","persist","ops_wire_v1","tx_wire","local_tx_wire_v1_write_u64le_v1","ops_wire_v1","inmemory","4","20000","40","500","2649708.53","2875215.64","2922267.68","0.19","0.22","0.32","8928571.43","9803921.57","11363636.36","240","34560","29.57","0.81","20.94","7.81","0.01","0.36","2.42","0.39","0.04","0.03","2.18","0.06","2.29","0.02","119","0","96.5"
