"generated_at_utc","variant","d1_ingress_mode","d1_input_source","d1_codec","aoem_ingress_path","validators","txs_total","batches","batch_size","consensus_network_e2e_tps_p50","consensus_network_e2e_tps_p90","consensus_network_e2e_tps_p99","consensus_network_e2e_latency_ms_p50","consensus_network_e2e_latency_ms_p90","consensus_network_e2e_latency_ms_p99","aoem_kernel_tps_p50","aoem_kernel_tps_p90","aoem_kernel_tps_p99","network_message_count","network_message_bytes","wall_ms"
"1772957520","persist","ops_wire_v1","tx_wire","local_tx_wire_v1_write_u64le_v1","ops_wire_v1","4","2000","2","1000","61762.71","62039.36","62039.36","16.12","16.19","16.19","6802721.09","8333333.33","8333333.33","12","1680","113.09"
