"generated_at_utc","variant","d1_ingress_mode","d1_input_source","d1_codec","aoem_ingress_path","network_transport","validators","txs_total","batches","batch_size","consensus_network_e2e_tps_p50","consensus_network_e2e_tps_p90","consensus_network_e2e_tps_p99","consensus_network_e2e_latency_ms_p50","consensus_network_e2e_latency_ms_p90","consensus_network_e2e_latency_ms_p99","aoem_kernel_tps_p50","aoem_kernel_tps_p90","aoem_kernel_tps_p99","network_message_count","network_message_bytes","runtime_total_ms","tx_wire_load_ms","setup_ms","loop_total_ms","stage_batch_admission_ms","stage_ingress_pack_ms","stage_aoem_submit_ms","stage_proposal_build_ms","stage_proposal_broadcast_ms","stage_state_sync_ms","stage_follower_vote_ms","stage_qc_collect_ms","stage_commit_resync_ms","stage_other_ms","qc_poll_iters_total","process_exit_code","wall_ms"
"1773161305","persist","ops_wire_v1","tx_wire","local_tx_wire_v1_write_u64le_v1","ops_wire_v1","inmemory","4","1000000","1000","1000","3973567.83","4142793.82","4263792.3","0.25","0.31","0.43","10869565.22","11904761.9","12345679.01","6000","840000","301.23","26.98","4.66","269.59","0.09","10.78","109.3","17.57","0.63","2.26","45.36","1.61","72.41","9.57","2999","0","315.63"
